fid,NVRID,NAMN,SKYDDSTYP,BESLSTATUS,URSBESLDAT,IKRAFTDATF,URSGALLDAT,SENGALLDAT,TILLSYNSMH,PROVNMHDIS,PROVNMHTIL,LAN,KOMMUN,IUCNKAT,FORVALTARE,AREA_HA,LAND_HA,VATTEN_HA,SKOG_HA,GEOSTATUS,DIARIENR,LAGRUM,BESLMYND
272,"2002637",Norrgårdsön,Naturreservat,Gällande,1949/02/12,,1949/03/12,1949/03/12,,,,Stockholms Län,Värmdö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,2.949,2.99,0.01,2.67,Justerad mot fastighetskarta,Nr 107 364/164 SD:47 0120-02-002,Naturvårdslagen,Länsstyrelse
273,"2000007",Sandemar,Naturreservat,Gällande,1997/09/22,,1997/11/20,2026/04/15,,,,Stockholms Län,Haninge,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,389.914,226.89,163.04,79.34,Justerad mot fastighetskarta,511-62164-2025,Miljöbalken,Länsstyrelse
274,"2046109",Lillsjön-Örnässjön,Naturreservat,Gällande,2016/12/21,,2017/05/10,2021/12/24,,,,Stockholms Län,Upplands-Bro,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Upplands-Bro kommun,431.704,291.14,140.5,212.24,Ospecificerad,KS 21/0180,Miljöbalken,Kommun
275,"2061121",Skålhamra kvighage,Naturreservat,Gällande,2023/06/12,,2023/07/23,2023/07/23,,,,Stockholms Län,Täby,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Täby kommun,29.042,23.1,6,15.23,Ospecificerad,KS 2023/94-40,Miljöbalken,Kommun
276,"2002028",Svenska Björn,Naturreservat,Gällande,1983/04/26,,1984/04/12,1984/04/12,,,,Stockholms Län,Norrtälje,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Stockholms län,3980.23,3.62,3976.65,0,Justerad mot fastighetskarta,"0188-03-001",Naturvårdslagen,Länsstyrelse
277,"2061841",Sticklinge Naturreservat,Naturreservat,Gällande,2023/12/18,,2024/01/12,2024/01/12,,,,Stockholms Län,Lidingö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Lidingö kommun,108.199,107.65,0.43,87.73,Justerad mot fastighetskarta,511-2908-2024,Miljöbalken,Kommun
278,"2001141",Norrpada,Naturreservat,Gällande,1975/02/26,,1975/03/26,1975/03/26,,,,Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Skärgårdsstiftelsen i Stockholms län,36.307,35.13,1.23,2.93,Justerad mot fastighetskarta,11.121-127-73  0188-02-030,Naturvårdslagen,Länsstyrelse
279,"2001389",Parkudden-Lövsta,Naturreservat,Gällande,,,,2010/03/25,,,,Stockholms Län,Södertälje,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Södertälje kommun,19.42,19.41,0,14.07,Ospecificerad,2008-1402,Miljöbalken,Kommun
280,"2043487",Skogstorp,Naturreservat,Gällande,2015/02/17,,2015/03/19,2021/05/12,,,,Stockholms Län,Södertälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,48.771,48.79,0,39.35,Slutligt inmätt,,Miljöbalken,Länsstyrelse
281,"2000628",Karlsdalsmossen,Naturreservat,Gällande,1996/12/03,,1997/01/07,2026/04/15,,,,Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,119.989,114.55,5.45,99.7,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
282,"2002303",Furusundsfjärden,Naturreservat,Gällande,1974/03/13,,1974/04/10,1974/04/10,,,,Stockholms Län,Norrtälje,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Stockholms län,372.856,25.64,347.17,21.91,Justerad mot fastighetskarta,11.121-40-74    0188-02-023,Naturvårdslagen,Länsstyrelse
283,"2002027",Tullgarn,Naturreservat,Gällande,1984/12/18,,1985/04/17,2026/04/15,,,,Stockholms Län,"Södertälje, Trosa","V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Länsstyrelsen i Stockholms län,891.844,839.29,52.44,469.67,Justerad mot fastighetskarta,511-62164-2025,Miljöbalken,Länsstyrelse
284,"2000018",Gömsta äng,Naturreservat,Gällande,1966/04/28,,1966/05/26,1966/05/26,,,,Stockholms Län,Huddinge,"Ia, Strikt naturreservat (Strict Nature Reserve)",Huddinge kommun,3.633,3.64,0,2.91,Justerad mot fastighetskarta,III R-50-63 0127-02-002,Naturvårdslagen,Länsstyrelse
285,"2049442",Norra Igelbäcken,Naturreservat,Gällande,2018/04/23,,2018/06/13,2018/06/13,,,,Stockholms Län,"Järfälla, Stockholm","0, Områden som ej kan klassificeras enligt IUCN: s system.",Järfälla kommun,44.094,44.05,0,4.15,Justerad mot fastighetskarta,Kst 2018/169,Miljöbalken,Kommun
286,"2200075",Ridön,Naturreservat,Gällande,2025/12/08,,2026/01/08,2026/01/08,,,,Stockholms Län,"Ekerö, Södertälje","IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Stockholms län,736.182,163.62,572.59,158.44,Slutligt inmätt,511-43276-2025,Miljöbalken,Länsstyrelse
287,"2000016",Pålamalm,Naturreservat,Gällande,1944/08/31,,1944/08/31,2026/04/15,,,,Stockholms Län,Botkyrka,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Stockholms län,6.407,6.4,0,6.33,Justerad mot fastighetskarta,511-62164-2025,Miljöbalken,Länsstyrelse
288,"2045418",Borudan - Pellemossen,Naturreservat,Gällande,2018/05/22,,2018/06/21,2021/05/12,,,,Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,127.982,125.76,2.24,111.99,Slutligt inmätt,511-20118-2020,Miljöbalken,Länsstyrelse
289,"2000151",Trehörningsskogen,Naturreservat,Gällande,2000/10/09,,2000/11/14,2026/04/15,,,,Stockholms Län,"Vallentuna, Österåker","Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,179.477,168.27,11.27,136.74,Justerad mot fastighetskarta,511-62164-2025,Miljöbalken,Länsstyrelse
290,"2005594",Mornäsan,Naturreservat,Gällande,2006/11/16,,2006/12/14,2026/04/15,,,,Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,21.096,21.13,0,19.81,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
291,"2001146",Grönskär,Naturreservat,Gällande,1965/11/08,,1965/12/06,1965/12/06,,,,Stockholms Län,Värmdö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Skärgårdsstiftelsen i Stockholms län,1.592,1.23,0.33,0,Justerad mot fastighetskarta,III R-70b-64   0120-02-009,Naturvårdslagen,Länsstyrelse
292,"2014248",Gullunge,Naturreservat,Gällande,2008/10/06,,2008/11/06,2026/04/15,,,,Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,37.487,37.47,0,36.21,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
293,"2041574",Svartkällsskogen,Naturreservat,Gällande,2013/09/26,,2013/10/24,2013/10/24,,,,Stockholms Län,Botkyrka,"Ia, Strikt naturreservat (Strict Nature Reserve)",Botkyrka kommun,38.241,38.21,0.02,34.2,Ospecificerad,KS/2013:34,Miljöbalken,Kommun
294,"2002296",Utö,Naturreservat,Gällande,1974/05/27,,1974/06/24,2026/04/15,,,,Stockholms Län,Haninge,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Skärgårdsstiftelsen i Stockholms län,4179.431,652.5,3526.91,370.31,Justerad mot fastighetskarta,511-62164-2025,Miljöbalken,Länsstyrelse
295,"2058901",Rinkebyskogen,Naturreservat,Gällande,2022/03/14,,2022/07/05,2025/03/30,,,,Stockholms Län,"Danderyd, Sollentuna","0, Områden som ej kan klassificeras enligt IUCN: s system.",Danderyds kommun,300.216,298.45,1.91,255.53,Ospecificerad,14861-2025,Miljöbalken,Kommun
296,"2000621",Strålsjön-Erstavik,Naturreservat,Gällande,1995/06/19,,1995/08/24,1995/08/24,,,,Stockholms Län,Nacka,"Ia, Strikt naturreservat (Strict Nature Reserve)",Enskild markägare,47.679,44.46,3.22,31.05,Justerad mot fastighetskarta,Nacka kommun Ä94/177-34,Naturvårdslagen,Kommun
297,"2000006",Storskär,Naturreservat,Gällande,1968/08/16,,1968/09/13,1968/09/13,,,,Stockholms Län,Österåker,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,8.915,8.89,0.06,6.79,Justerad mot fastighetskarta,22R11-779-68   0117-02-001,Naturvårdslagen,Länsstyrelse
298,"2057001",Loskälva skog,Naturreservat,Gällande,2023/04/24,,2023/05/25,2023/05/25,,,,Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,43.977,43.97,0,42.49,Slutligt inmätt,511-16300-2020,Miljöbalken,Länsstyrelse
299,"2005620",Kalkberget,Naturreservat,Gällande,2006/11/14,,2006/12/30,2006/12/30,,,,Stockholms Län,Södertälje,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Södertälje kommun,19.428,16.63,2.77,7.25,Justerad mot fastighetskarta,2006-954,Miljöbalken,Kommun
300,"2000889",Gälnan,Naturreservat,Gällande,1974/01/21,,1974/02/18,1974/02/18,,,,Stockholms Län,Österåker,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,8.678,8.68,0.05,3.96,Justerad mot fastighetskarta,11.121-67-71   0117-02-005,Naturvårdslagen,Länsstyrelse
301,"2002831",Bårsjön,Naturreservat,Gällande,2004/09/22,,2004/10/21,2026/04/15,,,,Stockholms Län,"Nykvarn, Södertälje","Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,72.887,65.75,7.29,48.22,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
302,"2013546",Långviksträsk,Naturreservat,Gällande,2009/12/03,,2010/01/07,2026/04/15,,,,Stockholms Län,Värmdö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,313.216,307.11,6.04,177.83,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
303,"2042586",Tre backar,Naturreservat,Gällande,2015/11/23,,2015/12/28,2026/04/15,,,,Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,123.508,123.47,0,121.86,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
304,"2000017",Korpberget,Naturreservat,Gällande,1997/01/17,,1997/03/07,2026/04/15,,,,Stockholms Län,"Salem, Södertälje","IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Stockholms län,52.998,53.01,0.04,39.27,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
305,"2043286",Gladö Kvarnsjön,Naturreservat,Gällande,2014/06/09,,2014/07/24,2025/12/11,,,,Stockholms Län,"Botkyrka, Huddinge","IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Huddinge kommun,212.871,161.54,51.35,121.92,Justerad mot fastighetskarta,KS-2025/1465,Miljöbalken,Kommun
306,"2045416",Digermyren,Naturreservat,Gällande,2017/10/31,,2021/06/23,2021/06/23,,,,Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,39.34,39.27,0,36.76,Slutligt inmätt,511-24780-2012,Miljöbalken,Länsstyrelse
307,"2001644",Gålö,Naturreservat,Gällande,1982/03/08,,1982/04/05,2026/04/15,,,,Stockholms Län,Haninge,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Skärgårdsstiftelsen i Stockholms län,3833.543,1759.34,2074.36,1015.07,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
308,"2042147",Markdal,Naturreservat,Gällande,2014/11/24,,2014/12/29,2021/05/12,,,,Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,34.152,34.19,0,31.55,Slutligt inmätt,,Miljöbalken,Länsstyrelse
309,"2002737",Björkviksmossens domänreservat,Naturreservat,Gällande,1996/12/03,,1997/01/07,2021/05/12,,,,Stockholms Län,Nykvarn,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,14.494,14.52,0,10.18,Justerad mot fastighetskarta,,Miljöbalken,Länsstyrelse
310,"2001112",Ensta ö,Naturreservat,Gällande,1996/03/04,,1996/03/25,1996/03/25,,,,Stockholms Län,Botkyrka,"Ia, Strikt naturreservat (Strict Nature Reserve)",Botkyrka kommun,10.603,10.52,0.12,10.31,Justerad mot fastighetskarta,940918 Botkyrka kn.,Naturvårdslagen,Kommun
311,"2002733",Revskär,Naturreservat,Gällande,1973/10/25,,1973/11/22,1973/11/22,,,,Stockholms Län,Nynäshamn,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,2162.75,58.25,2103.92,4.07,Slutligt inmätt,11.121-707-71,Naturvårdslagen,Länsstyrelse
312,"2045420",Kråkmyren,Naturreservat,Gällande,2017/11/27,,2017/12/28,2021/05/12,,,,Stockholms Län,Norrtälje,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Stockholms län,40.311,40.32,0,32.52,Ospecificerad,,Miljöbalken,Länsstyrelse
313,"2005705",Slätmossen - Borgberget,Naturreservat,Gällande,2006/11/16,,2006/12/14,2026/04/15,,,,Stockholms Län,Nynäshamn,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,177.801,177.66,0,109.5,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
314,"2014893",Jägarskogen,Naturreservat,Gällande,2009/06/17,,2009/07/20,2009/07/20,,,,Stockholms Län,Nykvarn,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Nykvarns kommun,96.375,48.92,47.45,45.26,Ospecificerad,KS/2005:205,Miljöbalken,Kommun
315,"2000880",Riddersholm,Naturreservat,Gällande,1998/11/02,,1998/11/23,2026/04/15,,,,Stockholms Län,Norrtälje,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Skärgårdsstiftelsen i Stockholms län,655.021,370.51,284.29,248.19,Ospecificerad,511-62164-2025,Miljöbalken,Länsstyrelse
316,"2044569",Klövberget,Naturreservat,Gällande,2015/09/10,,2016/08/19,2016/08/19,,,,Stockholms Län,Tyresö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Tyresö kommun,60.922,42.54,18.36,19.52,Ospecificerad,2013KSM0056,Miljöbalken,Kommun
317,"2000832",Måsjön-Borudamyren,Naturreservat,Gällande,2001/11/27,,2002/01/02,2021/05/12,,,,Stockholms Län,Norrtälje,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Stockholms län,129.092,125.19,3.85,103.77,Slutligt inmätt,,Miljöbalken,Länsstyrelse
318,"2002830",Rosenlundsskogen,Naturreservat,Gällande,2004/09/22,,2004/10/21,2026/04/15,,,,Stockholms Län,Nynäshamn,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,35.298,35.27,0,29.51,Ospecificerad,511-62164-2025,Miljöbalken,Länsstyrelse
319,"2002736",Gåsholmen,Naturreservat,Gällande,1945/05/08,,1945/05/08,1991/08/26,,,,Stockholms Län,Ekerö,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Stockholms län,27.857,4.22,23.65,3.6,Justerad mot fastighetskarta,"01 25-02-003",Naturvårdslagen,Länsstyrelse
320,"2000012",Vattgruvsmossens domänreservat,Naturreservat,Gällande,1996/12/03,,1997/01/07,2026/04/15,,,,Stockholms Län,Södertälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,74.153,73.91,0.13,29.28,Slutligt inmätt,511-62164-2025,Miljöbalken,Länsstyrelse
321,"2002293",Bromseby,Naturreservat,Gällande,1946/01/22,,1946/01/22,2021/05/12,,,,Stockholms Län,Vallentuna,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,18.48,18.47,0,10.39,Justerad mot fastighetskarta,511-20118-2020,Miljöbalken,Länsstyrelse
322,"2201337",Brunns naturreservat,Naturreservat,Gällande,2025/12/10,,2026/01/11,2026/01/11,,,,Stockholms Län,Värmdö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Värmdö kommun,84.312,84.35,0,35.47,Ospecificerad,2025KS/1148,Miljöbalken,Kommun
